2023-09-28 11:16:07.881 , INFO , null , Application started , [] ,  -  , [] ,  - 
2023-09-28 11:19:23.602 , INFO , assessAtEnd , Create class , [] ,  -  , [null: []] ,  - 
2023-09-28 11:19:27.166 , INFO , assessAtEnd , update class name , [Product] ,  -  , [Product: []] ,  - 
2023-09-28 11:19:29.900 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [null,]] ,  - 
2023-09-28 11:19:29.906 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [null,]] ,  - 
2023-09-28 11:19:41.417 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description : String,null,]] ,  - 
2023-09-28 11:19:52.582 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description : String,image: Image,null,]] ,  - 
2023-09-28 11:19:52.585 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description : String,image: Image,null,]] ,  - 
2023-09-28 11:20:22.125 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description,image,price,null,]] ,  - 
2023-09-28 11:20:22.130 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description,image,price,null,]] ,  - 
2023-09-28 11:20:22.131 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description,image,price,null,]] ,  - 
2023-09-28 11:20:22.131 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description,image,price,null,]] ,  - 
2023-09-28 11:20:22.132 , INFO , assessAtEnd , Create attribute , [Product] ,  -  , [Product: [description,image,price,null,]] ,  - 
2023-09-28 11:20:34.454 , INFO , assessAtEnd , Create class , [Product] ,  -  , [Product: [description,image,price,available,], null: []] ,  - 
2023-09-28 11:20:34.462 , INFO , assessAtEnd , Create class , [Product] ,  -  , [Product: [description,image,price,available,], null: []] ,  - 
2023-09-28 11:20:34.463 , INFO , assessAtEnd , Create class , [Product] ,  -  , [Product: [description,image,price,available,], null: []] ,  - 
2023-09-28 11:20:34.464 , INFO , assessAtEnd , Create class , [Product] ,  -  , [Product: [description,image,price,available,], null: []] ,  - 
